JOB #,PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
6541,27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2015,7,0,0,0,,32.82,32.82
6541,27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2015,9,0,0,0,,32.82,32.82
6558,27402,2006 INTERNATIONAL 8600 TRACTOR VIN # 1HSHXAHR36J248955,2015,7,0,0,0,,32.82,32.82
6533,27402,VIN# 1HSHXAHRX6J248984,2015,6,0,0,0,,32.82,32.82
6533,27402,VIN# 1HSHXAHRX6J248984,2015,9,0,0,0,,32.82,32.82
6313,27402,"MITUTOYO 18" DIGITAL CALIPER""ITUTOYO 18" DIGI""TUTOY",2015,6,0,0,0,,33,33
7227,3200,"MITUTOYO 18" DIGITAL CALIPER 500-505-40 S/N 0005330 P.O. M85755""ITUTOYO 18" DIGITAL CALIPER 500-505-40 S/N 0005330 ""TUTOYO 18" DIGITAL CALIPER 500-505-40 S/""UTOYO 18" DIGITAL CALIPER 500-""TOYO 18" DIGITAL CALI""OYO 18" DIGIT""YO 18"""",2015,4,0,0,0,,33,33
7264,3200,"MITUTOYO 24" DIGITAL CALIPER""ITUTOYO 24" DIGI""TUTOY",2015,3,0,0,0,,33,33
6320,2958,MITUTOYO S/N 7007084 MOD# CD-24,2015,5,0,0,0,,33,33
6396,3405,PROTO TORQUE WRENCH 0-15 FT. LB 3/4 DRIVE,2015,9,0,0,0,,33,33
6225,3200,"STARRETT 24" ELECTRONIC DIGITAL CALIPER MDL 799AZ-24/600 S/N 07/420048""TARRETT 24" ELECTRONIC DIGITAL CALIPER MDL 799AZ-24/600 S/""ARRETT 24" ELECTRONIC DIGITAL CALIPER MDL 799AZ""RRETT 24" ELECTRONIC DIGITAL CALIPER ""RETT 24" ELECTRONIC DIGITAL ""ETT 24" ELECTRONIC D""TT 24" ELECTR""T 24" E"" 2",2015,5,0,0,0,,33,33
4033,3200,AUTOQUIP S/N 128944372 MDL #36525,2015,5,0,0,0,,33.25,33.25
6311,27402,"0-1" DIGITAL MIC W/TUBE ADAPTOR S/N 01033625 MDL. 790""-1" DIGITAL MIC W/TUBE ADAPTOR S/N 01033625 MDL. ""1" DIGITAL MIC W/TUBE ADAPTOR S/N 01033625 MDL""" DIGITAL MIC W/TUBE ADAPTOR S/N 01033625 MD"" DIGITAL MIC W/TUBE ADAPTOR S/N 01033625 MD",2015,3,0,0,0,,33.58,33.58
3502,27402,1 PAD VACUUM LIFT,2015,5,0,0,0,,34,34
3502,27402,1 PAD VACUUM LIFT,2015,12,0,0,0,,34,34
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,1,0,0,0,0,34,34
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,5,0,0,0,,34,34
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,6,0,0,0,,34,34
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,1,0,0,0,0,34,34
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,5,0,0,0,,34,34
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,6,0,0,0,,34,34
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,1,0,0,0,0,34,34
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,5,0,0,0,,34,34
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,6,0,0,0,,34,34
3581,4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,1,0,0,0,0,34,34
3581,4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,5,0,0,0,,34,34
3581,4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,6,0,0,0,,34,34
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,1,0,0,0,0,34,34
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,5,0,0,0,,34,34
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,6,0,0,0,,34,34
3427,3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,1,0,0,0,0,34,34
3427,3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,5,0,0,0,,34,34
3427,3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,6,0,0,0,,34,34
3425,27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,1,0,0,0,0,34,34
3425,27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,5,0,0,0,,34,34
3425,27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,6,0,0,0,,34,34
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,1,0,0,0,0,34,34
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,5,0,0,0,,34,34
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,6,0,0,0,,34,34
3557,27402,ACCO POWER HEAD FOR MULTI PAD VACU LIFT,2015,1,0,0,0,0,34,34
3414,3317,ACCO POWER UNIT FOR MULTI PAD VACU LIFT,2015,1,0,0,0,0,34,34
3525,27402,"ACCO S/N 11-0662-1  10,000# MAX CAP.",2015,5,0,0,0,,34,34
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,1,0,0,0,0,34,34
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,5,0,0,0,,34,34
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,6,0,0,0,,34,34
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,1,0,0,0,0,34,34
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,5,0,0,0,,34,34
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,6,0,0,0,,34,34
3435,27402,ANVER 8 PAD MECHANICAL VACUUM LIFT MDL M250M-L & L200M8-231-4/44,2015,1,0,0,0,0,34,34
3435,27402,ANVER 8 PAD MECHANICAL VACUUM LIFT MDL M250M-L & L200M8-231-4/44,2015,5,0,0,0,,34,34
3435,27402,ANVER 8 PAD MECHANICAL VACUUM LIFT MDL M250M-L & L200M8-231-4/44,2015,6,0,0,0,,34,34
3488,3317,ANVER MECH. 700# MAX CAP @ 1018 SPLICER MDLM70S S/N604916-1,2015,5,0,0,0,,34,34
3488,3317,ANVER MECH. 700# MAX CAP @ 1018 SPLICER MDLM70S S/N604916-1,2015,12,0,0,0,,34,34
3400,27402,ANVER MECHANICAL 700# MAX CAP@3008 SHEAR,2015,1,0,0,0,0,34,34
3474,27402,"ANVER MECHANICAL MOD 2505 S/N 490278 2500# MAX CAP. @4651, SAW MFG 8-90",2015,1,0,0,0,0,34,34
3508,3317,"ANVER MECHANICAL MOD# 80M E PA-85 PA-135 700# MAX CAP. 12"OAD   MFG  8-90""NVER MECHANICAL",2015,5,0,0,0,,34,34
3508,3317,"ANVER MECHANICAL MOD# 80M E PA-85 PA-135 700# MAX CAP. 12"OAD   MFG  8-90""NVER MECHANICAL",2015,12,0,0,0,,34,34
3515,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT,2015,3,0,0,0,,34,34
3515,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT,2015,6,0,0,0,,34,34
3422,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT 1100 LB CAP. S/N 080001983,2015,5,0,0,0,,34,34
3422,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT 1100 LB CAP. S/N 080001983,2015,6,0,0,0,,34,34
3112,27402,ANVER VACUUM LIFTER M100M SN#,2015,5,0,0,0,,34,34
3112,27402,ANVER VACUUM LIFTER M100M SN#,2015,6,0,0,0,,34,34
3587,27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,1,0,0,0,0,34,34
3587,27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,5,0,0,0,,34,34
3587,27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,6,0,0,0,,34,34
3526,27402,"CADY LIFTERS S/N E1695 MOD# SL10206D 10,000# MAX CAP. MFG 1976",2015,6,0,0,0,,34,34
3434,27402,CMCI  MOD# D-00582-1 S/N 0582,2015,3,0,0,0,,34,34
3507,3200,"CMCI PUP 330# MAX CAP. 19"OAD @ #1025 & @1008""MCI PUP 330# MAX CA",2015,1,0,0,0,0,34,34
3507,3200,"CMCI PUP 330# MAX CAP. 19"OAD @ #1025 & @1008""MCI PUP 330# MAX CA",2015,5,0,0,0,,34,34
3507,3200,"CMCI PUP 330# MAX CAP. 19"OAD @ #1025 & @1008""MCI PUP 330# MAX CA",2015,6,0,0,0,,34,34
3424,3317,"CMCI PUP 330B  19"OAD 330# MAX CAP.""MCI PUP 330B  19"""",2015,1,0,0,0,0,34,34
3424,3317,"CMCI PUP 330B  19"OAD 330# MAX CAP.""MCI PUP 330B  19"""",2015,5,0,0,0,,34,34
3424,3317,"CMCI PUP 330B  19"OAD 330# MAX CAP.""MCI PUP 330B  19"""",2015,6,0,0,0,,34,34
3111,27402,M15M-QD2 SELF POWERED VACUUM LIFTER,2015,1,0,0,0,0,34,34
3111,27402,M15M-QD2 SELF POWERED VACUUM LIFTER,2015,6,0,0,0,,34,34
3110,27402,M70S SELF POWERED VACUUMLIFTER,2015,1,0,0,0,0,34,34
3110,27402,M70S SELF POWERED VACUUMLIFTER,2015,5,0,0,0,,34,34
3110,27402,M70S SELF POWERED VACUUMLIFTER,2015,6,0,0,0,,34,34
3499,3317,MOD XB 3200-14-4-3-8-B10-N30,2015,1,0,0,0,0,34,34
3499,3317,MOD XB 3200-14-4-3-8-B10-N30,2015,5,0,0,0,,34,34
3499,3317,MOD XB 3200-14-4-3-8-B10-N30,2015,6,0,0,0,,34,34
3555,27402,POSI TURNER MDL 6LS-120 S/N 07-87441 CAP. 1420 LBS.,2015,3,0,0,0,,34,34
3555,27402,POSI TURNER MDL 6LS-120 S/N 07-87441 CAP. 1420 LBS.,2015,6,0,0,0,,34,34
3502,27402,1 PAD VACUUM LIFT,2015,3,0,0,0,,34.52,34.52
3488,3317,ANVER MECH. 700# MAX CAP @ 1018 SPLICER MDLM70S S/N604916-1,2015,3,0,0,0,,34.52,34.52
3508,3317,"ANVER MECHANICAL MOD# 80M E PA-85 PA-135 700# MAX CAP. 12"OAD   MFG  8-90""NVER MECHANICAL",2015,3,0,0,0,,34.52,34.52
3570,4700,"72" COIL C-HOOK  50,000 LB CAPACITY MFG DATE 1997""2" COIL C-HOOK  50,000 LB CAPACITY MFG DATE 19""" COIL C-HOOK  50,000 LB CAPACITY MFG DATE 1"" COIL C-HOOK  50,000 LB CAPACITY MFG DATE 1",2015,8,0,0,0,,35.54,35.54
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,7,0,0,0,,35.54,35.54
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,8,0,0,0,,35.54,35.54
3532,3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,9,0,0,0,,35.54,35.54
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,7,0,0,0,,35.54,35.54
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,8,0,0,0,,35.54,35.54
3579,3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,9,0,0,0,,35.54,35.54
3581,4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,7,0,0,0,,35.54,35.54
3581,4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,9,0,0,0,,35.54,35.54
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,7,0,0,0,,35.54,35.54
3427,3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,8,0,0,0,,35.54,35.54
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,8,0,0,0,,35.54,35.54
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,9,0,0,0,,35.54,35.54
3414,3317,ACCO POWER UNIT FOR MULTI PAD VACU LIFT,2015,7,0,0,0,,35.54,35.54
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,7,0,0,0,,35.54,35.54
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,8,0,0,0,,35.54,35.54
3598,3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,9,0,0,0,,35.54,35.54
3435,27402,ANVER 8 PAD MECHANICAL VACUUM LIFT MDL M250M-L & L200M8-231-4/44,2015,7,0,0,0,,35.54,35.54
3488,3317,ANVER MECH. 700# MAX CAP @ 1018 SPLICER MDLM70S S/N604916-1,2015,8,0,0,0,,35.54,35.54
3400,27402,ANVER MECHANICAL 700# MAX CAP@3008 SHEAR,2015,7,0,0,0,,35.54,35.54
3474,27402,"ANVER MECHANICAL MOD 2505 S/N 490278 2500# MAX CAP. @4651, SAW MFG 8-90",2015,7,0,0,0,,35.54,35.54
3508,3317,"ANVER MECHANICAL MOD# 80M E PA-85 PA-135 700# MAX CAP. 12"OAD   MFG  8-90""NVER MECHANICAL",2015,8,0,0,0,,35.54,35.54
3515,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT,2015,10,0,0,0,,35.54,35.54
3515,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT,2015,12,0,0,0,,35.54,35.54
3587,27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,7,0,0,0,,35.54,35.54
3499,3317,MOD XB 3200-14-4-3-8-B10-N30,2015,8,0,0,0,,35.54,35.54
3499,3317,MOD XB 3200-14-4-3-8-B10-N30,2015,9,0,0,0,,35.54,35.54
3555,27402,POSI TURNER MDL 6LS-120 S/N 07-87441 CAP. 1420 LBS.,2015,10,0,0,0,,35.54,35.54
3555,27402,POSI TURNER MDL 6LS-120 S/N 07-87441 CAP. 1420 LBS.,2015,12,0,0,0,,35.54,35.54
3571,4700,"SHEET LIFTER  20,000 LB CAPACITY 96" MAX. SHEET WIDTH  MFG DATE 1997""HEET LIFTER  20,000 LB CAPACITY ",2015,9,0,0,0,,35.54,35.54
3502,27402,1 PAD VACUUM LIFT,2015,8,0,0,0,,35.55,35.55
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,7,0,0,0,,35.55,35.55
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,8,0,0,0,,35.55,35.55
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,9,0,0,0,,35.55,35.55
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,8,0,0,0,,35.55,35.55
3523,27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,9,0,0,0,,35.55,35.55
3427,3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,7,0,0,0,,35.55,35.55
3425,27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,7,0,0,0,,35.55,35.55
3425,27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,8,0,0,0,,35.55,35.55
3519,3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,7,0,0,0,,35.55,35.55
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,7,0,0,0,,35.55,35.55
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,8,0,0,0,,35.55,35.55
3410,3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,9,0,0,0,,35.55,35.55
